,date,rank,track_title,track_artist,wks_on_chart,peaks
0,may-4-2024,1,Lose Control,Teddy Swims,19,1
1,may-4-2024,2,Beautiful Things,Benson Boone,10,2
2,may-4-2024,3,Lovin On Me,Jack Harlow,19,1
3,may-4-2024,4,Feather,Sabrina Carpenter,21,1
4,may-4-2024,5,Agora Hills,Doja Cat,22,1
5,may-4-2024,6,greedy,Tate McRae,27,1
6,may-4-2024,7,TEXAS HOLD 'EM,Beyoncé,9,7
7,may-4-2024,8,we can't be friends (wait for your love),Ariana Grande,5,8
8,may-4-2024,9,Stick Season,Noah Kahan,13,9
9,may-4-2024,10,Selfish,Justin Timberlake,12,9
10,may-4-2024,11,Water,Tyla,21,6
11,may-4-2024,12,Not My Fault,Reneé Rapp & Megan Thee Stallion,12,12
12,may-4-2024,13,obsessed,Olivia Rodrigo,4,13
13,may-4-2024,14,Saturn,SZA,6,14
14,may-4-2024,15,Everybody,Nicki Minaj feat. Lil Uzi Vert,14,14
15,may-4-2024,16,On My Mama,Victoria Monét,13,16
16,may-4-2024,17,Paint The Town Red,Doja Cat,36,1
17,may-4-2024,18,Love On,Selena Gomez,8,16
18,may-4-2024,19,One Of The Girls,"The Weeknd, JENNIE & Lily Rose Depp",9,19
19,may-4-2024,20,Not The 1975,Knox,3,20
20,may-4-2024,21,End of Beginning,Djo,3,21
21,may-4-2024,22,Save Me,Jelly Roll,9,22
22,may-4-2024,23,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,21,1
23,may-4-2024,24,Wild Ones,Jessie Murph & Jelly Roll,6,24
24,may-4-2024,25,A Symptom Of Being Human,Shinedown,7,25
25,may-4-2024,26,Houdini,Dua Lipa,20,5
26,may-4-2024,27,Kissing Strangers,Usher,6,27
27,may-4-2024,28,Training Season,Dua Lipa,7,16
28,may-4-2024,29,Been Like This,Meghan Trainor & T-Pain,4,29
29,may-4-2024,30,Make You Mine,Madison Beer,5,30
30,may-4-2024,31,Too Sweet,Hozier,1,31
31,may-4-2024,32,get him back!,Olivia Rodrigo,25,8
32,may-4-2024,33,II MOST WANTED,Beyoncé & Miley Cyrus,2,33
33,may-4-2024,34,exes,Tate McRae,17,10
34,may-4-2024,35,Illusion,Dua Lipa,1,35
35,may-4-2024,36,Cruel Summer,Taylor Swift,43,1
36,may-4-2024,37,Run,Smith,3,35
37,may-4-2024,38,Blame Brett,The Beaches,2,37
38,may-4-2024,39,Murder On The Dancefloor,Sophie Ellis-Bextor,11,16
39,may-4-2024,40,Lil Boo Thang,Paul Russell,29,4
40,april-27-2024,1,Lose Control,Teddy Swims,18,1
41,april-27-2024,2,Feather,Sabrina Carpenter,20,1
42,april-27-2024,3,Lovin On Me,Jack Harlow,18,1
43,april-27-2024,4,Beautiful Things,Benson Boone,9,4
44,april-27-2024,5,Agora Hills,Doja Cat,21,1
45,april-27-2024,6,greedy,Tate McRae,26,1
46,april-27-2024,7,TEXAS HOLD 'EM,Beyoncé,8,7
47,april-27-2024,8,Water,Tyla,20,6
48,april-27-2024,9,Selfish,Justin Timberlake,11,9
49,april-27-2024,10,we can't be friends (wait for your love),Ariana Grande,4,10
50,april-27-2024,11,Stick Season,Noah Kahan,12,11
51,april-27-2024,12,Not My Fault,Reneé Rapp & Megan Thee Stallion,11,12
52,april-27-2024,13,Paint The Town Red,Doja Cat,35,1
53,april-27-2024,14,Everybody,Nicki Minaj feat. Lil Uzi Vert,13,14
54,april-27-2024,15,obsessed,Olivia Rodrigo,3,15
55,april-27-2024,16,Training Season,Dua Lipa,6,16
56,april-27-2024,17,Love On,Selena Gomez,7,16
57,april-27-2024,18,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,20,1
58,april-27-2024,19,Saturn,SZA,5,19
59,april-27-2024,20,Houdini,Dua Lipa,19,5
60,april-27-2024,21,One Of The Girls,"The Weeknd, JENNIE & Lily Rose Depp",8,21
61,april-27-2024,22,On My Mama,Victoria Monét,12,21
62,april-27-2024,23,Not The 1975,Knox,2,23
63,april-27-2024,24,exes,Tate McRae,16,10
64,april-27-2024,25,Save Me,Jelly Roll,8,25
65,april-27-2024,26,Wild Ones,Jessie Murph & Jelly Roll,5,26
66,april-27-2024,27,A Symptom Of Being Human,Shinedown,6,26
67,april-27-2024,28,End of Beginning,Djo,2,28
68,april-27-2024,29,Kissing Strangers,Usher,5,29
69,april-27-2024,30,get him back!,Olivia Rodrigo,24,8
70,april-27-2024,31,Make You Mine,Madison Beer,4,30
71,april-27-2024,32,Been Like This,Meghan Trainor & T-Pain,3,32
72,april-27-2024,33,Cruel Summer,Taylor Swift,42,1
73,april-27-2024,34,II MOST WANTED,Beyoncé & Miley Cyrus,1,34
74,april-27-2024,35,Run,Smith,2,35
75,april-27-2024,36,Murder On The Dancefloor,Sophie Ellis-Bextor,10,16
76,april-27-2024,37,Blame Brett,The Beaches,1,37
77,april-27-2024,38,Body Moving,Eliza Rose x Calvin Harris x Special Request,8,32
78,april-27-2024,39,Lil Boo Thang,Paul Russell,28,4
79,april-27-2024,40,Calm Down,Rema & Selena Gomez,72,1
80,april-20-2024,1,Lose Control,Teddy Swims,17,1
81,april-20-2024,2,Feather,Sabrina Carpenter,19,1
82,april-20-2024,3,Lovin On Me,Jack Harlow,17,1
83,april-20-2024,4,Agora Hills,Doja Cat,20,1
84,april-20-2024,5,greedy,Tate McRae,25,1
85,april-20-2024,6,Beautiful Things,Benson Boone,8,6
86,april-20-2024,7,Water,Tyla,19,6
87,april-20-2024,8,TEXAS HOLD 'EM,Beyoncé,7,8
88,april-20-2024,9,Selfish,Justin Timberlake,10,9
89,april-20-2024,10,exes,Tate McRae,15,10
90,april-20-2024,11,Paint The Town Red,Doja Cat,34,1
91,april-20-2024,12,Stick Season,Noah Kahan,11,12
92,april-20-2024,13,we can't be friends (wait for your love),Ariana Grande,3,13
93,april-20-2024,14,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,19,1
94,april-20-2024,15,Not My Fault,Reneé Rapp & Megan Thee Stallion,10,15
95,april-20-2024,16,Houdini,Dua Lipa,18,5
96,april-20-2024,17,Training Season,Dua Lipa,5,17
97,april-20-2024,18,Everybody,Nicki Minaj feat. Lil Uzi Vert,12,15
98,april-20-2024,19,Love On,Selena Gomez,6,16
99,april-20-2024,20,obsessed,Olivia Rodrigo,2,17
100,april-20-2024,21,On My Mama,Victoria Monét,11,21
101,april-20-2024,22,Saturn,SZA,4,22
102,april-20-2024,23,One Of The Girls,"The Weeknd, JENNIE & Lily Rose Depp",7,22
103,april-20-2024,24,Not The 1975,Knox,1,24
104,april-20-2024,25,Save Me,Jelly Roll,7,25
105,april-20-2024,26,A Symptom Of Being Human,Shinedown,5,26
106,april-20-2024,27,Wild Ones,Jessie Murph & Jelly Roll,4,27
107,april-20-2024,28,get him back!,Olivia Rodrigo,23,8
108,april-20-2024,29,Kissing Strangers,Usher,4,29
109,april-20-2024,30,Make You Mine,Madison Beer,3,30
110,april-20-2024,31,Cruel Summer,Taylor Swift,41,1
111,april-20-2024,32,Been Like This,Meghan Trainor & T-Pain,2,32
112,april-20-2024,33,End of Beginning,Djo,1,33
113,april-20-2024,34,Body Moving,Eliza Rose x Calvin Harris x Special Request,7,32
114,april-20-2024,35,Murder On The Dancefloor,Sophie Ellis-Bextor,9,16
115,april-20-2024,36,Run,Smith,1,36
116,april-20-2024,37,Strangers,Kenya Grace,21,9
117,april-20-2024,38,Lil Boo Thang,Paul Russell,27,4
118,april-20-2024,39,Standing Next to You,Jung Kook,13,21
119,april-20-2024,40,Calm Down,Rema & Selena Gomez,71,1
120,april-13-2024,1,Feather,Sabrina Carpenter,18,1
121,april-13-2024,2,Lose Control,Teddy Swims,16,2
122,april-13-2024,3,Lovin On Me,Jack Harlow,16,1
123,april-13-2024,4,Agora Hills,Doja Cat,19,1
124,april-13-2024,5,greedy,Tate McRae,24,1
125,april-13-2024,6,Water,Tyla,18,6
126,april-13-2024,7,Beautiful Things,Benson Boone,7,7
127,april-13-2024,8,Paint The Town Red,Doja Cat,33,1
128,april-13-2024,9,TEXAS HOLD 'EM,Beyoncé,6,9
129,april-13-2024,10,exes,Tate McRae,14,10
130,april-13-2024,11,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,18,1
131,april-13-2024,12,Selfish,Justin Timberlake,9,12
132,april-13-2024,13,Houdini,Dua Lipa,17,5
133,april-13-2024,14,Stick Season,Noah Kahan,10,14
134,april-13-2024,15,Not My Fault,Reneé Rapp & Megan Thee Stallion,9,15
135,april-13-2024,16,we can't be friends (wait for your love),Ariana Grande,2,16
136,april-13-2024,17,obsessed,Olivia Rodrigo,1,17
137,april-13-2024,18,Love On,Selena Gomez,5,16
138,april-13-2024,19,Everybody,Nicki Minaj feat. Lil Uzi Vert,11,15
139,april-13-2024,20,Training Season,Dua Lipa,4,20
140,april-13-2024,21,On My Mama,Victoria Monét,10,21
141,april-13-2024,22,One Of The Girls,"The Weeknd, JENNIE & Lily Rose Depp",6,22
142,april-13-2024,23,Not The 1975,The Knox,7,23
143,april-13-2024,24,Saturn,SZA,3,24
144,april-13-2024,25,Save Me,Jelly Roll,6,25
145,april-13-2024,26,get him back!,Olivia Rodrigo,22,8
146,april-13-2024,27,A Symptom Of Being Human,Shinedown,4,27
147,april-13-2024,28,Cruel Summer,Taylor Swift,40,1
148,april-13-2024,29,Murder On The Dancefloor,Sophie Ellis-Bextor,8,16
149,april-13-2024,30,Kissing Strangers,Usher,3,30
150,april-13-2024,31,Wild Ones,Jessie Murph & Jelly Roll,3,31
151,april-13-2024,32,Body Moving,Eliza Rose x Calvin Harris x Special Request,6,32
152,april-13-2024,33,Make You Mine,Madison Beer,2,33
153,april-13-2024,34,Been Like This,Meghan Trainor & T-Pain,1,34
154,april-13-2024,35,Strangers,Kenya Grace,20,9
155,april-13-2024,36,"yes, and?",Ariana Grande,11,10
156,april-13-2024,37,Lil Boo Thang,Paul Russell,26,4
157,april-13-2024,38,Standing Next to You,Jung Kook,12,21
158,april-13-2024,39,Calm Down,Rema & Selena Gomez,70,1
159,april-13-2024,40,Used To Be Young,Miley Cyrus,28,4
160,april-6-2024,1,Lovin On Me,Jack Harlow,15,1
161,april-6-2024,2,Feather,Sabrina Carpenter,17,2
162,april-6-2024,3,Agora Hills,Doja Cat,18,1
163,april-6-2024,4,Lose Control,Teddy Swims,15,4
164,april-6-2024,5,greedy,Tate McRae,23,1
165,april-6-2024,6,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,17,1
166,april-6-2024,7,Water,Tyla,17,7
167,april-6-2024,8,Houdini,Dua Lipa,16,5
168,april-6-2024,9,Paint The Town Red,Doja Cat,32,1
169,april-6-2024,10,TEXAS HOLD 'EM,Beyoncé,5,10
170,april-6-2024,11,exes,Tate McRae,13,10
171,april-6-2024,12,Selfish,Justin Timberlake,8,12
172,april-6-2024,13,Beautiful Things,Benson Boone,6,13
173,april-6-2024,14,Stick Season,Noah Kahan,9,14
174,april-6-2024,15,Not My Fault,Reneé Rapp & Megan Thee Stallion,8,15
175,april-6-2024,16,Love On,Selena Gomez,4,16
176,april-6-2024,17,Everybody,Nicki Minaj feat. Lil Uzi Vert,10,15
177,april-6-2024,18,we can't be friends (wait for your love),Ariana Grande,1,18
178,april-6-2024,19,Murder On The Dancefloor,Sophie Ellis-Bextor,7,16
179,april-6-2024,20,Training Season,Dua Lipa,3,20
180,april-6-2024,21,On My Mama,Victoria Monét,9,21
181,april-6-2024,22,One Of The Girls,"The Weeknd, JENNIE & Lily Rose Depp",5,22
182,april-6-2024,23,get him back!,Olivia Rodrigo,21,8
183,april-6-2024,24,Not The 1975,The Knox,6,24
184,april-6-2024,25,Saturn,SZA,2,25
185,april-6-2024,26,Cruel Summer,Taylor Swift,39,1
186,april-6-2024,27,Standing Next to You,Jung Kook,11,21
187,april-6-2024,28,Save Me,Jelly Roll,5,28
188,april-6-2024,29,A Symptom Of Being Human,Shinedown,3,29
189,april-6-2024,30,Thinkin’ Bout Me,Morgan Wallen,14,24
190,april-6-2024,31,Kissing Strangers,Usher,2,31
191,april-6-2024,32,Body Moving,Eliza Rose x Calvin Harris x Special Request,5,32
192,april-6-2024,33,"yes, and?",Ariana Grande,10,10
193,april-6-2024,34,Strangers,Kenya Grace,19,9
194,april-6-2024,35,Wild Ones,Jessie Murph & Jelly Roll,2,35
195,april-6-2024,36,Lil Boo Thang,Paul Russell,25,4
196,april-6-2024,37,Can't Get Enough,Jennifer Lopez,7,29
197,april-6-2024,38,Calm Down,Rema & Selena Gomez,69,1
198,april-6-2024,39,Make You Mine,Madison Beer,1,39
199,april-6-2024,40,Used To Be Young,Miley Cyrus,27,4
200,march-30-2024,1,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,16,1
201,march-30-2024,2,Lovin On Me,Jack Harlow,14,1
202,march-30-2024,3,Agora Hills,Doja Cat,17,1
203,march-30-2024,4,Feather,Sabrina Carpenter,16,4
204,march-30-2024,5,greedy,Tate McRae,22,1
205,march-30-2024,6,Lose Control,Teddy Swims,14,6
206,march-30-2024,7,Houdini,Dua Lipa,15,5
207,march-30-2024,8,Water,Tyla,16,7
208,march-30-2024,9,Paint The Town Red,Doja Cat,31,1
209,march-30-2024,10,exes,Tate McRae,12,10
210,march-30-2024,11,TEXAS HOLD 'EM,Beyoncé,4,11
211,march-30-2024,12,Selfish,Justin Timberlake,7,12
212,march-30-2024,13,Beautiful Things,Benson Boone,5,13
213,march-30-2024,14,Stick Season,Noah Kahan,8,14
214,march-30-2024,15,Not My Fault,Reneé Rapp & Megan Thee Stallion,7,15
215,march-30-2024,16,Murder On The Dancefloor,Sophie Ellis-Bextor,6,16
216,march-30-2024,17,"yes, and?",Ariana Grande,9,10
217,march-30-2024,18,Everybody,Nicki Minaj feat. Lil Uzi Vert,9,15
218,march-30-2024,19,Love On,Selena Gomez,3,19
219,march-30-2024,20,get him back!,Olivia Rodrigo,20,8
220,march-30-2024,21,Standing Next to You,Jung Kook,10,21
221,march-30-2024,22,On My Mama,Victoria Monét,8,22
222,march-30-2024,23,One Of The Girls,"The Weeknd, JENNIE & Lily Rose Depp",4,23
223,march-30-2024,24,Strangers,Kenya Grace,18,9
224,march-30-2024,25,Cruel Summer,Taylor Swift,38,1
225,march-30-2024,26,Training Season,Dua Lipa,2,26
226,march-30-2024,27,Not The 1975,The Knox,5,27
227,march-30-2024,28,Lil Boo Thang,Paul Russell,24,4
228,march-30-2024,29,Can't Get Enough,Jennifer Lopez,6,29
229,march-30-2024,30,Thinkin’ Bout Me,Morgan Wallen,13,24
230,march-30-2024,31,Save Me,Jelly Roll,4,31
231,march-30-2024,32,A Symptom Of Being Human,Shinedown,2,32
232,march-30-2024,33,Good Good,Usher,22,11
233,march-30-2024,34,Seasons,Thirty Seconds to Mars,12,19
234,march-30-2024,35,Calm Down,Rema & Selena Gomez,68,1
235,march-30-2024,36,Body Moving,Eliza Rose x Calvin Harris x Special Request,4,36
236,march-30-2024,37,Saturn,SZA,1,37
237,march-30-2024,38,Wild Ones,Jessie Murph & Jelly Roll,1,38
238,march-30-2024,39,Used To Be Young,Miley Cyrus,26,4
239,march-30-2024,40,Kissing Strangers,Usher,1,40
240,march-23-2024,1,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,15,1
241,march-23-2024,2,Lovin On Me,Jack Harlow,13,1
242,march-23-2024,3,Agora Hills,Doja Cat,16,1
243,march-23-2024,4,Feather,Sabrina Carpenter,15,4
244,march-23-2024,5,greedy,Tate McRae,21,1
245,march-23-2024,6,Houdini,Dua Lipa,14,5
246,march-23-2024,7,Water,Tyla,15,7
247,march-23-2024,8,Lose Control,Teddy Swims,13,8
248,march-23-2024,9,Paint The Town Red,Doja Cat,30,1
249,march-23-2024,10,"yes, and?",Ariana Grande,8,10
250,march-23-2024,11,exes,Tate McRae,11,11
251,march-23-2024,12,Selfish,Justin Timberlake,6,12
252,march-23-2024,13,TEXAS HOLD 'EM,Beyoncé,3,13
253,march-23-2024,14,Beautiful Things,Benson Boone,4,14
254,march-23-2024,15,Stick Season,Noah Kahan,7,14
255,march-23-2024,16,Murder On The Dancefloor,Sophie Ellis-Bextor,5,16
256,march-23-2024,17,Not My Fault,Reneé Rapp & Megan Thee Stallion,6,17
257,march-23-2024,18,get him back!,Olivia Rodrigo,19,8
258,march-23-2024,19,Everybody,Nicki Minaj feat. Lil Uzi Vert,8,15
259,march-23-2024,20,Strangers,Kenya Grace,17,9
260,march-23-2024,21,Standing Next to You,Jung Kook,9,21
261,march-23-2024,22,Cruel Summer,Taylor Swift,37,1
262,march-23-2024,23,Love On,Selena Gomez,2,23
263,march-23-2024,24,Seasons,Thirty Seconds to Mars,11,19
264,march-23-2024,25,On My Mama,Victoria Monét,7,24
265,march-23-2024,26,Lil Boo Thang,Paul Russell,23,4
266,march-23-2024,27,One Of The Girls,"The Weeknd, JENNIE & Lily Rose Depp",3,27
267,march-23-2024,28,Thinkin’ Bout Me,Morgan Wallen,12,24
268,march-23-2024,29,Not The 1975,The Knox,4,29
269,march-23-2024,30,Good Good,Usher,21,11
270,march-23-2024,31,Can't Get Enough,Jennifer Lopez,5,30
271,march-23-2024,32,Save Me,Jelly Roll,3,32
272,march-23-2024,33,Training Season,Dua Lipa,1,33
273,march-23-2024,34,Calm Down,Rema & Selena Gomez,67,1
274,march-23-2024,35,A Symptom Of Being Human,Shinedown,1,35
275,march-23-2024,36,Used To Be Young,Miley Cyrus,25,4
276,march-23-2024,37,Body Moving,Eliza Rose x Calvin Harris x Special Request,3,37
277,march-23-2024,38,What Was I Made For?,Billie Eilish,27,6
278,march-23-2024,39,Lead Me On,FLETCHER,2,39
279,march-23-2024,40,Snooze,SZA,43,1
280,march-16-2024,1,Lovin On Me,Jack Harlow,12,1
281,march-16-2024,2,Agora Hills,Doja Cat,15,1
282,march-16-2024,3,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,14,3
283,march-16-2024,4,greedy,Tate McRae,20,1
284,march-16-2024,5,Feather,Sabrina Carpenter,14,5
285,march-16-2024,6,Houdini,Dua Lipa,13,5
286,march-16-2024,7,Paint The Town Red,Doja Cat,29,1
287,march-16-2024,8,Water,Tyla,14,7
288,march-16-2024,9,Lose Control,Teddy Swims,12,9
289,march-16-2024,10,"yes, and?",Ariana Grande,7,10
290,march-16-2024,11,Strangers,Kenya Grace,16,9
291,march-16-2024,12,exes,Tate McRae,10,12
292,march-16-2024,13,Selfish,Justin Timberlake,5,13
293,march-16-2024,14,Stick Season,Noah Kahan,6,14
294,march-16-2024,15,Beautiful Things,Benson Boone,3,15
295,march-16-2024,16,Everybody,Nicki Minaj feat. Lil Uzi Vert,7,15
296,march-16-2024,17,get him back!,Olivia Rodrigo,18,8
297,march-16-2024,18,Not My Fault,Reneé Rapp & Megan Thee Stallion,5,18
298,march-16-2024,19,Cruel Summer,Taylor Swift,36,1
299,march-16-2024,20,Murder On The Dancefloor,Sophie Ellis-Bextor,4,20
300,march-16-2024,21,Seasons,Thirty Seconds to Mars,10,19
301,march-16-2024,22,TEXAS HOLD 'EM,Beyoncé,2,22
302,march-16-2024,23,Standing Next to You,Jung Kook,8,22
303,march-16-2024,24,Lil Boo Thang,Paul Russell,22,4
304,march-16-2024,25,On My Mama,Victoria Monét,6,24
305,march-16-2024,26,Thinkin’ Bout Me,Morgan Wallen,11,24
306,march-16-2024,27,Good Good,Usher,20,11
307,march-16-2024,28,One Of The Girls,"The Weeknd, JENNIE & Lily Rose Depp",2,28
308,march-16-2024,29,Love On,Selena Gomez,1,29
309,march-16-2024,30,Can't Get Enough,Jennifer Lopez,4,30
310,march-16-2024,31,Used To Be Young,Miley Cyrus,24,4
311,march-16-2024,32,Not The 1975,The Knox,3,32
312,march-16-2024,33,Calm Down,Rema & Selena Gomez,66,1
313,march-16-2024,34,XXL,LANY,10,28
314,march-16-2024,35,Save Me,Jelly Roll,2,35
315,march-16-2024,36,What Was I Made For?,Billie Eilish,26,6
316,march-16-2024,37,Body Moving,Eliza Rose x Calvin Harris x Special Request,2,37
317,march-16-2024,38,Snooze,SZA,42,1
318,march-16-2024,39,Lead Me On,FLETCHER,1,39
319,march-16-2024,40,Dance The Night (From Barbie The Album),Dua Lipa,39,1
320,march-9-2024,1,greedy,Tate McRae,18,1
321,march-9-2024,2,What Was I Made For?,Billie Eilish,26,2
322,march-9-2024,3,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,13,3
323,march-9-2024,4,Cruel Summer,Taylor Swift,34,1
324,march-9-2024,5,Houdini,Dua Lipa,12,5
325,march-9-2024,6,Lose Control,Teddy Swims,21,6
326,march-9-2024,7,Calm Down,Rema & Selena Gomez,46,1
327,march-9-2024,8,Lil Boo Thang,Paul Russell,20,2
328,march-9-2024,9,Flowers,Miley Cyrus,58,1
329,march-9-2024,10,Selfish,Justin Timberlake,4,10
330,march-9-2024,11,get him back!,Olivia Rodrigo,10,11
331,march-9-2024,12,"yes, and?",Ariana Grande,6,12
332,march-9-2024,13,Stick Season,Noah Kahan,5,13
333,march-9-2024,14,Used To Be Young,Miley Cyrus,23,1
334,march-9-2024,15,ONE MORE TIME,blink-182,15,15
335,march-9-2024,16,Seasons,Thirty Seconds to Mars,7,16
336,march-9-2024,17,Gimme Love,Sia,17,13
337,march-9-2024,18,Lovin On Me,Jack Harlow,9,18
338,march-9-2024,19,Beautiful Things,Benson Boone,3,19
339,march-9-2024,20,Need A Favor,Jelly Roll,27,4
340,march-9-2024,21,Can't Get Enough,Jennifer Lopez,5,21
341,march-9-2024,22,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,17,20
342,march-9-2024,23,Dance The Night (From Barbie The Album),Dua Lipa,38,1
343,march-9-2024,24,Water,Tyla,6,24
344,march-9-2024,25,Not The 1975,The Knox,3,25
345,march-9-2024,26,Thinkin’ Bout Me,Morgan Wallen,11,25
346,march-9-2024,27,Paint The Town Red,Doja Cat,17,14
347,march-9-2024,28,Murder On The Dancefloor,Sophie Ellis-Bextor,2,28
348,march-9-2024,29,Something Better,Blanca,11,27
349,march-9-2024,30,Fast Car,Luke Combs,41,1
350,march-9-2024,31,Save Me,Jelly Roll,4,31
351,march-9-2024,32,Lifeline (From the Original Motion Picture “The Color Purple”),Alicia Keys,8,26
352,march-9-2024,33,Love Like That,Phillip Phillips,1,33
353,march-9-2024,34,Get Back Your Fight,Sarah Reeves,19,19
354,march-9-2024,35,What Are We Waiting For?,for KING & COUNTRY and CeCe Winans,7,35
355,march-9-2024,36,Feather,Sabrina Carpenter,1,36
356,march-9-2024,37,Strangers,Kenya Grace,2,37
357,march-9-2024,38,vampire,Olivia Rodrigo,33,1
358,march-9-2024,39,Yes I'm A Mess,AJR,10,21
359,march-9-2024,40,Agora Hills,Doja Cat,1,40
360,march-2-2024,1,Agora Hills,Doja Cat,13,1
361,march-2-2024,2,Lovin On Me,Jack Harlow,10,1
362,march-2-2024,3,greedy,Tate McRae,18,1
363,march-2-2024,4,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,12,4
364,march-2-2024,5,Paint The Town Red,Doja Cat,27,1
365,march-2-2024,6,Houdini,Dua Lipa,11,6
366,march-2-2024,7,Feather,Sabrina Carpenter,12,7
367,march-2-2024,8,Water,Tyla,12,7
368,march-2-2024,9,get him back!,Olivia Rodrigo,16,8
369,march-2-2024,10,Strangers,Kenya Grace,14,10
370,march-2-2024,11,"yes, and?",Ariana Grande,5,11
371,march-2-2024,12,Lose Control,Teddy Swims,10,12
372,march-2-2024,13,exes,Tate McRae,8,13
373,march-2-2024,14,Selfish,Justin Timberlake,3,14
374,march-2-2024,15,Cruel Summer,Taylor Swift,34,1
375,march-2-2024,16,Everybody,Nicki Minaj feat. Lil Uzi Vert,5,16
376,march-2-2024,17,Lil Boo Thang,Paul Russell,20,4
377,march-2-2024,18,Not My Fault,Reneé Rapp & Megan Thee Stallion,3,18
378,march-2-2024,19,Stick Season,Noah Kahan,4,19
379,march-2-2024,20,Seasons,Thirty Seconds to Mars,8,20
380,march-2-2024,21,Good Good,Usher,18,11
381,march-2-2024,22,Standing Next to You,Jung Kook,6,22
382,march-2-2024,23,Murder On The Dancefloor,Sophie Ellis-Bextor,2,23
383,march-2-2024,24,Used To Be Young,Miley Cyrus,22,4
384,march-2-2024,25,On My Mama,Victoria Monét,4,25
385,march-2-2024,26,Thinkin’ Bout Me,Morgan Wallen,9,24
386,march-2-2024,27,Yes I'm A Mess,AJR,9,22
387,march-2-2024,28,I KNOW ?,Travis Scott,17,19
388,march-2-2024,29,Calm Down,Rema & Selena Gomez,64,1
389,march-2-2024,30,Beautiful Things,Benson Boone,1,30
390,march-2-2024,31,What It Is (Block Boy),Doechii feat. Kodak Black,30,2
391,march-2-2024,32,XXL,LANY,8,32
392,march-2-2024,33,What Was I Made For?,Billie Eilish,24,6
393,march-2-2024,34,Snooze,SZA,40,1
394,march-2-2024,35,Can't Get Enough,Jennifer Lopez,2,35
395,march-2-2024,36,Need A Favor,Jelly Roll,23,13
396,march-2-2024,37,Dance The Night (From Barbie The Album),Dua Lipa,37,1
397,march-2-2024,38,Not The 1975,The Knox,1,38
398,march-2-2024,39,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",30,1
399,march-2-2024,40,Fall In Love Again,P1Harmony,4,31
400,february-24-2024,1,Lovin On Me,Jack Harlow,9,1
401,february-24-2024,2,Agora Hills,Doja Cat,12,2
402,february-24-2024,3,greedy,Tate McRae,17,1
403,february-24-2024,4,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,11,4
404,february-24-2024,5,Paint The Town Red,Doja Cat,26,1
405,february-24-2024,6,Houdini,Dua Lipa,10,6
406,february-24-2024,7,Water,Tyla,11,7
407,february-24-2024,8,get him back!,Olivia Rodrigo,15,8
408,february-24-2024,9,Feather,Sabrina Carpenter,11,9
409,february-24-2024,10,Strangers,Kenya Grace,13,10
410,february-24-2024,11,Cruel Summer,Taylor Swift,33,1
411,february-24-2024,12,"yes, and?",Ariana Grande,4,12
412,february-24-2024,13,Lose Control,Teddy Swims,9,13
413,february-24-2024,14,exes,Tate McRae,7,14
414,february-24-2024,15,Selfish,Justin Timberlake,2,15
415,february-24-2024,16,Lil Boo Thang,Paul Russell,19,4
416,february-24-2024,17,Everybody,Nicki Minaj feat. Lil Uzi Vert,4,17
417,february-24-2024,18,Good Good,Usher,17,11
418,february-24-2024,19,I KNOW ?,Travis Scott,16,19
419,february-24-2024,20,Seasons,Thirty Seconds to Mars,7,20
420,february-24-2024,21,Stick Season,Noah Kahan,3,21
421,february-24-2024,22,Used To Be Young,Miley Cyrus,21,4
422,february-24-2024,23,Standing Next to You,Jung Kook,5,23
423,february-24-2024,24,What It Is (Block Boy),Doechii feat. Kodak Black,29,2
424,february-24-2024,25,Thinkin’ Bout Me,Morgan Wallen,8,24
425,february-24-2024,26,Calm Down,Rema & Selena Gomez,63,1
426,february-24-2024,27,Not My Fault,Reneé Rapp & Megan Thee Stallion,2,27
427,february-24-2024,28,J CHRIST,Lil Nas X,4,26
428,february-24-2024,29,What Was I Made For?,Billie Eilish,23,6
429,february-24-2024,30,Yes I'm A Mess,AJR,8,22
430,february-24-2024,31,On My Mama,Victoria Monét,3,31
431,february-24-2024,32,Murder On The Dancefloor,Sophie Ellis-Bextor,1,32
432,february-24-2024,33,Snooze,SZA,39,1
433,february-24-2024,34,XXL,LANY,7,34
434,february-24-2024,35,Need A Favor,Jelly Roll,22,13
435,february-24-2024,36,Dance The Night (From Barbie The Album),Dua Lipa,36,1
436,february-24-2024,37,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,8,34
437,february-24-2024,38,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice & Aqua",29,1
